df_index,stream,Zscore,district_rank,island_rank,al_year,sub1,sub1_r,sub2,sub2_r,sub3,sub3_r,cgt_r,ge_r,syllabus,birth_day,birth_month,birth_year,gender
19008,COMMERCE,1.5578,810 (NEW),3178,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,B,new,25,April,2001,female
19190,COMMERCE,1.5373,863 (NEW),3377,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,21,November,2001,male
19774,COMMERCE,1.6089,715 (NEW),2710,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,B,new,23,May,2001,female
19775,COMMERCE,1.3949,1166 (NEW),4973,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,B,new,29,December,2001,female
19784,COMMERCE,1.5593,809 (NEW),3161,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,042,S,new,3,April,2001,female
19810,COMMERCE,1.5428,852 (NEW),3316,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,A,new,5,August,2001,female
19811,COMMERCE,1.5805,769 (NEW),2947,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,A,new,22,April,2001,female
19849,COMMERCE,1.5892,755 (NEW),2876,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,074,B,new,18,May,2001,female
19868,COMMERCE,1.5439,846 (NEW),3303,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,B,new,10,December,2001,female
19888,COMMERCE,1.5788,775 (NEW),2965,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,20,March,2001,female
19930,COMMERCE,1.3658,1236 (NEW),5316,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,C,new,28,October,2001,female
19939,COMMERCE,1.6333,669 (NEW),2529,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,A,new,23,August,2001,female
19949,COMMERCE,1.5709,783 (NEW),3050,2020,ECONOMICS,A,BUSINESS STATISTICS,A,ACCOUNTING,A,066,A,new,10,March,2001,female
19973,COMMERCE,1.6322,674 (NEW),2542,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,B,new,11,December,2001,female
19982,COMMERCE,1.6261,687 (NEW),2591,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,C,new,23,October,2001,female
19999,COMMERCE,1.4097,1134 (NEW),4765,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,036,C,new,23,September,2001,female
20014,COMMERCE,1.6157,703 (NEW),2669,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,B,new,2,July,2001,female
20025,COMMERCE,1.6333,669 (NEW),2529,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,5,January,2002,female
20028,COMMERCE,1.51,913 (NEW),3643,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,S,new,3,September,2001,female
20058,ARTS,1.5981,399 (NEW),3685,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,040,A,new,2,July,2001,female
20154,ARTS,1.5839,410 (NEW),3855,2020,GEOGRAPHY,A,ORIENTAL MUSIC,A,HINDI,A,056,C,new,28,November,2001,female
20650,ARTS,1.6598,340 (NEW),2935,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,032,A,new,27,September,2001,female
20682,COMMERCE,1.4741,979 (NEW),4015,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,S,new,23,October,2001,female
20829,COMMERCE,1.5077,918 (NEW),3665,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,S,new,7,December,2000,female
20837,ARTS,1.5819,412 (NEW),3883,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,046,F,new,21,August,2000,female
21189,COMMERCE,1.6318,676 (NEW),2545,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,042,C,new,1,December,2001,female
21333,COMMERCE,1.5167,899 (NEW),3572,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,S,new,4,July,2000,female
21334,COMMERCE,1.561,805 (NEW),3144,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,042,B,new,19,December,2001,female
22564,COMMERCE,1.3972,1157 (NEW),4941,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,040,A,new,2,January,2000,female
23332,COMMERCE,1.4666,1002 (NEW),4108,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,C,new,16,September,2001,male
23665,ARTS,1.384,643 (NEW),7235,2020,POLITICAL SCIENCE,A,ISLAM,A,ARABIC,A,042,C,new,18,October,2000,male
24053,ARTS,1.6465,353 (NEW),3095,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,DANCING(INDIGENOUS),A,042,S,new,15,May,2001,female
24203,COMMERCE,1.4633,1010 (NEW),4140,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,068,S,new,15,July,2001,female
24230,COMMERCE,1.6085,718 (NEW),2715,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,1,March,2001,male
24279,COMMERCE,1.5505,829 (NEW),3245,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,040,F,new,28,November,2001,male
25284,COMMERCE,1.5691,789 (NEW),3063,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,7,October,2001,female
25316,COMMERCE,1.5952,748 (NEW),2824,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,C,new,29,April,2001,female
25862,ARTS,1.5673,425 (NEW),4055,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,046,F,new,26,May,2001,female
26191,COMMERCE,1.6083,721 (NEW),2721,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,30,November,2001,female
26293,COMMERCE,1.485,957 (NEW),3915,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,F,new,8,August,2001,male
26501,COMMERCE,1.5043,923 (NEW),3705,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,C,new,25,March,2001,female
26503,COMMERCE,1.5469,842 (NEW),3290,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,C,new,8,July,2001,female
26516,COMMERCE,1.6085,718 (NEW),2715,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,B,new,12,December,2001,female
26598,COMMERCE,1.6072,722 (NEW),2729,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,S,new,2,November,2001,female
27199,COMMERCE,1.5627,803 (NEW),3124,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,034,S,new,3,December,2001,female
28039,COMMERCE,1.4672,999 (NEW),4099,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,A,new,25,February,2001,male
28054,ARTS,1.4916,505 (NEW),5258,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,042,S,new,6,July,2001,female
28455,COMMERCE,1.6124,709 (NEW),2689,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,S,new,9,January,2002,male
28785,COMMERCE,1.5019,927 (NEW),3740,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,9,February,2001,female
28921,ARTS,1.5467,441 (NEW),4334,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,032,A,new,18,May,2001,female
29147,COMMERCE,1.5942,749 (NEW),2834,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,22,May,2001,female
30455,ARTS,1.605,390 (NEW),3584,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & MODERN WORLD,A,SINHALA,A,Absent,S,new,29,December,2000,female
30858,COMMERCE,1.6335,668 (NEW),2528,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,C,new,25,September,2001,male
30962,COMMERCE,1.5471,840 (NEW),3286,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,A,new,15,December,2000,female
31075,COMMERCE,1.4535,1040 (NEW),4244,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,C,new,18,October,2001,female
31427,COMMERCE,1.5865,758 (NEW),2898,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,C,new,17,September,2001,female
31782,COMMERCE,1.6088,716 (NEW),2711,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,B,new,19,June,2001,female
31800,COMMERCE,1.4188,1111 (NEW),4666,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,034,C,new,7,April,2001,female
31896,COMMERCE,1.4644,1005 (NEW),4126,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,040,C,new,15,January,2002,female
31979,ARTS,1.5171,476 (NEW),4818,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,052,C,new,28,June,2001,female
32802,ARTS,1.5707,420 (NEW),4016,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,038,Absent,new,14,December,2000,male
32947,COMMERCE,1.5269,871 (NEW),3466,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,S,new,13,September,2001,female
34075,COMMERCE,1.5914,297 (NEW),2856,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,A,new,5,February,2001,male
34119,COMMERCE,1.5503,345 (NEW),3247,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,B,new,26,October,2001,male
34135,COMMERCE,1.4901,414 (NEW),3863,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,B,new,13,December,2001,male
34202,COMMERCE,1.5424,352 (NEW),3320,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,C,new,8,June,2001,male
34576,COMMERCE,1.5013,398 (NEW),3748,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,B,new,20,July,2001,female
34683,COMMERCE,1.5254,369 (NEW),3487,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,A,new,5,March,2001,female
34819,ARTS,1.378,587 (NEW),7387,2020,ECONOMICS,A,LOGIC & SCIENTIFIC METHOD,A,ORIENTAL MUSIC,A,040,C,new,20,September,2001,female
34826,ARTS,1.5741,332 (NEW),3975,2020,GEOGRAPHY,A,CHRISTIANITY,A,SINHALA,A,040,B,new,3,May,2001,female
34902,COMMERCE,1.47,431 (NEW),4061,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,S,new,10,March,2000,female
35834,COMMERCE,1.5019,395 (NEW),3740,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,S,new,16,November,2001,male
35852,ARTS,1.6728,243 (NEW),2801,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,058,S,new,29,May,2001,female
35863,ARTS,1.6816,228 (NEW),2681,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,050,S,new,1,December,2001,female
36047,ARTS,1.5027,428 (NEW),5051,2020,ECONOMICS,A,POLITICAL SCIENCE,A,SINHALA,A,042,C,new,27,August,2001,female
36635,COMMERCE,1.6034,287 (NEW),2760,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,C,new,21,November,2001,female
36645,COMMERCE,1.625,271 (NEW),2602,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,28,October,2001,female
36661,COMMERCE,1.6072,280 (NEW),2729,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,A,new,24,February,2001,female
36663,COMMERCE,1.4518,454 (NEW),4267,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,B,new,14,September,2001,female
36666,COMMERCE,1.507,387 (NEW),3670,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,B,new,14,June,2001,female
36671,COMMERCE,1.4689,435 (NEW),4080,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,038,A,new,6,June,2002,female
36699,COMMERCE,1.604,284 (NEW),2755,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,B,new,2,September,2001,female
36712,COMMERCE,1.4638,442 (NEW),4136,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,28,June,2001,female
36716,COMMERCE,1.604,284 (NEW),2755,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,A,new,5,October,2001,female
36720,COMMERCE,1.4548,451 (NEW),4224,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,C,new,28,June,2001,female
36730,COMMERCE,1.5755,313 (NEW),2999,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,B,new,22,November,2001,female
36741,COMMERCE,1.6301,262 (NEW),2555,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,064,B,new,14,September,2001,female
36749,COMMERCE,1.6357,257 (NEW),2505,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,A,new,17,June,2001,female
36790,ARTS,1.4692,474 (NEW),5651,2020,HISTORY OF SRI LANKA & INDIA,A,DANCING(INDIGENOUS),A,SINHALA,A,046,B,new,9,August,2001,female
36866,ARTS,1.6693,246 (NEW),2841,2020,ECONOMICS,A,LOGIC & SCIENTIFIC METHOD,A,JAPANESE,A,064,C,new,15,November,2001,female
36879,ARTS,1.6439,267 (NEW),3126,2020,ECONOMICS,A,LOGIC & SCIENTIFIC METHOD,A,JAPANESE,A,052,B,new,28,February,2001,female
37062,COMMERCE,1.6299,264 (NEW),2557,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,C,new,12,July,2001,female
37327,COMMERCE,1.6186,273 (NEW),2646,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,20,August,2001,female
37336,COMMERCE,1.5302,363 (NEW),3441,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,12,June,2001,female
37436,COMMERCE,1.5879,300 (NEW),2886,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,B,new,25,April,2001,female
37466,COMMERCE,1.6278,265 (NEW),2571,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,S,new,6,June,2001,female
37497,COMMERCE,1.4952,410 (NEW),3817,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,C,new,22,May,2001,female
37506,COMMERCE,1.4644,440 (NEW),4126,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,040,A,new,22,December,2001,female
37527,ARTS,1.6617,251 (NEW),2923,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,050,C,new,31,January,2002,female
37585,COMMERCE,1.5895,299 (NEW),2873,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,S,new,28,January,2002,female
37627,ARTS,1.6362,276 (NEW),3206,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,032,A,new,10,April,2002,female
37689,ARTS,1.5328,391 (NEW),4575,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,ORIENTAL MUSIC,A,048,B,new,29,June,2001,female
38071,COMMERCE,1.3977,535 (NEW),4937,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,C,new,28,April,2001,female
38653,COMMERCE,1.6278,265 (NEW),2571,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,30,May,2001,female
38973,ARTS,1.6887,225 (NEW),2593,2020,POLITICAL SCIENCE,A,CHRISTIAN CIVILIZATION,A,SINHALA,A,054,B,new,12,April,2000,female
39507,COMMERCE,1.5422,353 (NEW),3322,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,C,new,27,November,2001,female
39526,COMMERCE,1.6346,259 (NEW),2516,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,8,July,2001,female
39535,COMMERCE,1.3818,562 (NEW),5118,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,S,new,12,January,2002,female
39610,COMMERCE,1.5469,348 (NEW),3290,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,13,November,2001,female
39648,ARTS,1.6338,281 (NEW),3244,2020,LOGIC & SCIENTIFIC METHOD,A,SINHALA,A,JAPANESE,A,036,C,new,11,September,2001,female
39685,ARTS,1.6624,248 (NEW),2916,2020,ECONOMICS,A,GEOGRAPHY,A,LOGIC & SCIENTIFIC METHOD,A,056,C,new,15,August,2001,male
39688,ARTS,1.3862,577 (NEW),7190,2020,GEOGRAPHY,A,ORIENTAL MUSIC,A,SINHALA,A,042,C,new,4,June,2001,female
39694,ARTS,1.5942,313 (NEW),3737,2020,ECONOMICS,A,POLITICAL SCIENCE,A,LOGIC & SCIENTIFIC METHOD,A,056,C,new,17,August,2001,female
39708,ARTS,1.5439,374 (NEW),4375,2020,POLITICAL SCIENCE,A,SINHALA,A,JAPANESE,A,044,S,new,15,July,2001,female
40881,COMMERCE,1.5372,357 (NEW),3379,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,S,new,15,January,2001,female
41340,COMMERCE,1.5721,319 (NEW),3037,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,30,January,2002,female
42072,ARTS,1.5777,329 (NEW),3934,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,034,F,new,21,August,2001,female
42381,COMMERCE,1.543,351 (NEW),3314,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,S,new,1,November,2001,female
42669,COMMERCE,1.4696,432 (NEW),4062,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,064,F,new,19,July,2001,male
43028,COMMERCE,1.5942,294 (NEW),2834,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,F,new,27,February,2001,female
43294,COMMERCE,1.4604,444 (NEW),4174,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,070,S,new,21,July,2001,male
43780,COMMERCE,1.5657,328 (NEW),3088,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,S,new,8,February,2001,female
43807,ARTS,1.6745,242 (NEW),2786,2020,POLITICAL SCIENCE,A,COMMUNICATION & MEDIA STUDIES,A,SINHALA,A,042,C,new,13,October,2001,female
43916,COMMERCE,1.3658,585 (NEW),5316,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,F,new,23,May,2001,male
44415,ARTS,1.5048,422 (NEW),5014,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,Absent,F,new,5,December,2000,female
44712,COMMERCE,1.577,309 (NEW),2985,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,30,September,2001,female
44714,COMMERCE,1.3859,553 (NEW),5063,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,S,new,10,November,2001,female
44725,COMMERCE,1.5638,332 (NEW),3114,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,C,new,13,July,2001,female
44738,COMMERCE,1.6265,269 (NEW),2588,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,B,new,30,December,2001,female
44739,COMMERCE,1.4957,409 (NEW),3814,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,B,new,31,December,2001,female
44740,COMMERCE,1.412,511 (NEW),4744,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,A,new,2,November,2001,female
44746,COMMERCE,1.5969,291 (NEW),2809,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,C,new,3,December,2001,female
44748,COMMERCE,1.568,325 (NEW),3074,2020,ECONOMICS,A,BUSINESS STATISTICS,A,ACCOUNTING,A,056,A,new,15,January,2002,female
44787,COMMERCE,1.498,406 (NEW),3786,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,C,new,12,June,2001,female
44802,COMMERCE,1.5026,393 (NEW),3732,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,14,January,2002,female
44812,COMMERCE,1.5302,363 (NEW),3441,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,25,January,2002,female
44820,COMMERCE,1.5742,317 (NEW),3015,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,C,new,2,February,2001,female
44842,COMMERCE,1.4991,403 (NEW),3773,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,C,new,1,March,2001,female
45000,ARTS,1.6762,235 (NEW),2753,2020,ECONOMICS,A,GEOGRAPHY,A,DANCING(INDIGENOUS),A,034,B,new,3,September,2001,female
45009,ARTS,1.6301,286 (NEW),3291,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,LOGIC & SCIENTIFIC METHOD,A,Absent,Absent,new,30,April,2000,female
45066,ARTS,1.4991,435 (NEW),5108,2020,ECONOMICS,A,POLITICAL SCIENCE,A,SINHALA,A,Absent,Absent,new,29,June,2000,female
45111,ARTS,1.6552,255 (NEW),2988,2020,HISTORY OF SRI LANKA & EUROPE,A,COMMUNICATION & MEDIA STUDIES,A,JAPANESE,A,028,S,new,11,November,2000,female
45492,COMMERCE,1.5184,380 (NEW),3555,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,21,October,2001,female
45507,COMMERCE,1.5207,376 (NEW),3531,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,A,new,20,March,2001,female
45520,COMMERCE,1.5032,392 (NEW),3721,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,C,new,22,July,2001,female
45541,COMMERCE,1.491,412 (NEW),3852,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,C,new,16,February,2001,female
45554,ARTS,1.6961,222 (NEW),2507,2020,COMMUNICATION & MEDIA STUDIES,A,DRAMA AND THEATRE (SINHALA),A,SINHALA,A,030,S,new,9,May,2001,female
45556,COMMERCE,1.4467,462 (NEW),4332,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,F,new,31,August,2000,female
45691,ARTS,1.6532,258 (NEW),3014,2020,HISTORY OF SRI LANKA & INDIA,A,COMMUNICATION & MEDIA STUDIES,A,SINHALA,A,048,S,new,25,April,2001,female
45964,COMMERCE,1.5235,373 (NEW),3510,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,8,August,2000,male
46244,COMMERCE,1.3949,541 (NEW),4973,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,1,March,2001,male
46603,COMMERCE,1.6186,273 (NEW),2646,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,S,new,25,December,2001,male
46684,COMMERCE,1.391,543 (NEW),5006,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,1,December,2001,female
47369,ARTS,1.5207,407 (NEW),4766,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,050,F,new,21,March,2001,female
47848,COMMERCE,1.5083,385 (NEW),3659,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,S,new,6,January,2002,female
47939,COMMERCE,1.5207,376 (NEW),3531,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,S,new,1,June,2001,female
48090,ARTS,1.682,227 (NEW),2676,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,040,S,new,9,July,2001,female
48394,COMMERCE,1.4764,425 (NEW),3996,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,B,new,20,November,2000,female
48456,ARTS,1.5796,326 (NEW),3907,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,Absent,S,new,15,March,2000,female
48556,COMMERCE,1.5747,316 (NEW),3009,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,6,November,2001,female
48601,COMMERCE,1.6272,268 (NEW),2580,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,C,new,15,July,2001,female
48694,ARTS,1.4781,464 (NEW),5491,2020,POLITICAL SCIENCE,A,ORIENTAL MUSIC,A,SINHALA,A,036,F,new,10,June,2000,female
49877,COMMERCE,1.6038,286 (NEW),2757,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,C,new,4,September,2001,female
49880,COMMERCE,1.5982,290 (NEW),2799,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,C,new,25,February,2000,female
49919,COMMERCE,1.5319,362 (NEW),3421,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,S,new,18,April,2001,female
49940,COMMERCE,1.5702,322 (NEW),3058,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,B,new,12,December,2001,female
49947,COMMERCE,1.6055,282 (NEW),2748,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,B,new,10,November,2001,female
50464,ARTS,1.6113,297 (NEW),3518,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & EUROPE,A,SINHALA,A,044,A,new,10,April,2001,male
50465,COMMERCE,1.4433,468 (NEW),4374,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,3,November,2001,female
50526,COMMERCE,1.6357,257 (NEW),2505,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,A,new,24,August,2000,male
50827,COMMERCE,1.6057,281 (NEW),2747,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,038,C,new,31,July,2001,female
50889,ARTS,1.4319,521 (NEW),6347,2020,GEOGRAPHY,A,COMMUNICATION & MEDIA STUDIES,A,CHRISTIANITY,A,034,A,new,19,November,2001,female
51081,COMMERCE,1.4798,423 (NEW),3967,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,27,February,2001,female
51139,COMMERCE,1.5755,313 (NEW),2999,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,14,August,2001,female
